mRNA,length,name
Zm00026ab032900_T001,267,CML333
Zm00026ab032910_T001,3007,CML333
Zm00026ab032920_T001,2067,CML333
Zm00026ab032930_T002,10826,CML333
Zm00026ab032940_T001,3741,CML333
Zm00026ab032950_T001,5341,CML333
Zm00026ab032960_T001,3199,CML333
Zm00026ab032970_T002,4173,CML333
Zm00026ab032980_T001,7950,CML333
Zm00026ab033000_T001,436,CML333
Zm00026ab033010_T001,2344,CML333
Zm00026ab033020_T001,1940,CML333
Zm00026ab033030_T002,2242,CML333
Zm00026ab033040_T001,3688,CML333
Zm00026ab033050_T001,937,CML333
Zm00026ab033060_T001,1347,CML333
Zm00026ab033070_T001,1157,CML333
Zm00026ab033080_T001,1043,CML333
Zm00026ab033090_T001,556,CML333
Zm00026ab033100_T001,4123,CML333
Zm00026ab033110_T001,11158,CML333
Zm00026ab033120_T001,18161,CML333
Zm00026ab033180_T001,2053,CML333
Zm00026ab033190_T001,6596,CML333
Zm00026ab033200_T001,12241,CML333
Zm00026ab033210_T001,7246,CML333
Zm00026ab033230_T001,12688,CML333
Zm00026ab033240_T001,9234,CML333
Zm00026ab033260_T004,18675,CML333
Zm00026ab033280_T001,1154,CML333
Zm00026ab033300_T001,1435,CML333
Zm00026ab033290_T001,1204,CML333
Zm00026ab033310_T001,1892,CML333
Zm00026ab033320_T001,2023,CML333
Zm00026ab033330_T001,435,CML333
Zm00026ab033340_T001,378,CML333
Zm00026ab033350_T001,1470,CML333
Zm00026ab033360_T001,2573,CML333
Zm00026ab033370_T001,1210,CML333
Zm00026ab033380_T001,6463,CML333
Zm00026ab033390_T001,769,CML333
Zm00026ab033400_T001,1590,CML333
Zm00026ab033410_T001,2385,CML333
Zm00026ab033420_T001,328,CML333
Zm00026ab033440_T002,8976,CML333
Zm00026ab033450_T003,3645,CML333
Zm00026ab033460_T001,1444,CML333
Zm00026ab033470_T001,8511,CML333
Zm00026ab033480_T005,6211,CML333
Zm00026ab033490_T001,1043,CML333
Zm00026ab033500_T001,1477,CML333
Zm00026ab033510_T002,2828,CML333
Zm00026ab033520_T001,995,CML333
Zm00026ab033530_T001,1505,CML333
Zm00026ab033540_T001,2897,CML333
Zm00026ab033550_T001,4464,CML333
Zm00026ab033560_T001,4516,CML333
Zm00026ab033570_T001,4349,CML333
Zm00026ab033580_T001,655,CML333
Zm00026ab033620_T001,219,CML333
Zm00026ab033630_T001,219,CML333
Zm00026ab033640_T001,2871,CML333
Zm00026ab033650_T002,12997,CML333
Zm00026ab033660_T001,892,CML333
Zm00026ab033670_T001,857,CML333
Zm00026ab033690_T001,5898,CML333
Zm00026ab033700_T001,1992,CML333
Zm00026ab033710_T001,3478,CML333
Zm00026ab033720_T006,4055,CML333
Zm00026ab033740_T001,883,CML333
Zm00026ab033750_T001,853,CML333
Zm00026ab033760_T001,564,CML333
Zm00026ab033770_T001,360,CML333
Zm00026ab033780_T001,3949,CML333
Zm00026ab033790_T001,1396,CML333
Zm00026ab033800_T001,1737,CML333
Zm00026ab033810_T001,1842,CML333
Zm00026ab033820_T002,3520,CML333
Zm00026ab033830_T006,3506,CML333
Zm00026ab033840_T003,5547,CML333
Zm00026ab033850_T001,681,CML333
Zm00026ab033860_T001,3347,CML333
Zm00026ab033870_T001,5983,CML333
Zm00026ab033880_T001,535,CML333
Zm00026ab033890_T002,2905,CML333
Zm00026ab033900_T001,3862,CML333
Zm00026ab033910_T001,1538,CML333
Zm00026ab033920_T003,8006,CML333
Zm00026ab033930_T001,10548,CML333
Zm00026ab033940_T001,5316,CML333
Zm00026ab033950_T001,5040,CML333
Zm00026ab033970_T003,10543,CML333
Zm00026ab033980_T001,4125,CML333
Zm00026ab033990_T001,3924,CML333
Zm00026ab034000_T001,5985,CML333
Zm00026ab034010_T001,7397,CML333
Zm00026ab034020_T001,492,CML333
Zm00026ab034030_T001,5391,CML333
Zm00026ab034040_T003,1333,CML333
Zm00026ab034050_T001,1313,CML333
Zm00026ab034060_T003,1349,CML333
Zm00026ab034070_T001,973,CML333
Zm00026ab034080_T007,1906,CML333
Zm00026ab034090_T001,414,CML333
Zm00026ab034100_T001,2762,CML333
Zm00026ab034110_T001,709,CML333
Zm00026ab034120_T001,2663,CML333
Zm00026ab034130_T001,357,CML333
Zm00026ab034140_T001,5643,CML333
Zm00026ab034150_T001,2275,CML333
Zm00026ab034160_T001,1400,CML333
Zm00026ab034170_T001,17752,CML333
Zm00026ab034180_T001,423,CML333
Zm00026ab034190_T001,390,CML333
Zm00026ab034200_T001,1491,CML333
Zm00026ab034210_T001,31466,CML333
Zm00026ab034220_T001,549,CML333
Zm00026ab034230_T001,4528,CML333
Zm00026ab034250_T003,3870,CML333
Zm00026ab034280_T001,2602,CML333
Zm00026ab034290_T001,1215,CML333
Zm00026ab034300_T001,3541,CML333
Zm00026ab034310_T001,3126,CML333
Zm00026ab034320_T006,4323,CML333
Zm00026ab034330_T001,761,CML333
Zm00026ab034350_T002,4114,CML333
Zm00026ab034360_T001,1785,CML333
Zm00026ab034370_T001,9506,CML333
Zm00026ab034390_T001,1249,CML333
Zm00026ab034400_T001,1111,CML333
Zm00026ab034410_T001,1898,CML333
Zm00026ab034420_T001,4009,CML333
Zm00026ab034430_T001,2745,CML333
Zm00026ab034440_T001,4172,CML333
Zm00026ab034450_T001,5320,CML333
Zm00026ab034460_T001,801,CML333
Zm00026ab034480_T001,1307,CML333
Zm00026ab034490_T002,975,CML333
Zm00026ab034500_T001,1875,CML333
Zm00026ab034510_T001,3753,CML333
Zm00026ab034520_T001,603,CML333
Zm00026ab034540_T001,2537,CML333
Zm00026ab034550_T001,1569,CML333
Zm00026ab034560_T001,2945,CML333
Zm00026ab034570_T003,3163,CML333
Zm00026ab034580_T001,3758,CML333
Zm00026ab034590_T003,3474,CML333
Zm00026ab034610_T001,2627,CML333
Zm00026ab034620_T002,3223,CML333
Zm00026ab034630_T001,7205,CML333
Zm00026ab034640_T001,5348,CML333
Zm00026ab034650_T002,3131,CML333
Zm00026ab034660_T002,4160,CML333
Zm00026ab034670_T002,1536,CML333
Zm00026ab034680_T001,1278,CML333
Zm00026ab034690_T001,779,CML333
Zm00026ab034700_T004,3717,CML333
Zm00026ab034720_T001,17519,CML333
Zm00026ab034730_T001,1372,CML333
Zm00026ab034740_T001,955,CML333
Zm00026ab034750_T001,561,CML333
Zm00026ab034770_T001,6560,CML333
Zm00026ab034780_T001,2962,CML333
Zm00026ab034790_T001,2327,CML333
Zm00026ab034800_T001,4683,CML333
Zm00026ab034810_T001,541,CML333
Zm00026ab034830_T002,4279,CML333
Zm00026ab034840_T001,5146,CML333
Zm00026ab034850_T001,4564,CML333
Zm00026ab034860_T001,6424,CML333
Zm00026ab034870_T001,2185,CML333
Zm00026ab034890_T001,2124,CML333
Zm00026ab034900_T006,5165,CML333
Zm00026ab034910_T001,3376,CML333
Zm00026ab034920_T001,913,CML333
Zm00026ab034930_T001,2154,CML333
Zm00026ab034940_T002,2800,CML333
Zm00026ab034950_T005,5073,CML333
Zm00026ab034960_T001,6658,CML333
Zm00026ab034980_T003,1671,CML333
Zm00026ab034990_T001,1820,CML333
Zm00026ab035000_T001,3781,CML333
Zm00026ab035010_T001,5162,CML333
Zm00026ab035020_T004,2849,CML333
Zm00026ab035030_T002,1747,CML333
Zm00026ab035040_T001,588,CML333
Zm00026ab035050_T001,609,CML333
Zm00026ab035060_T001,787,CML333
Zm00026ab035070_T001,859,CML333
Zm00026ab035080_T007,3527,CML333
Zm00026ab035090_T002,2446,CML333
Zm00026ab035100_T001,8104,CML333
Zm00026ab035110_T001,2892,CML333
Zm00026ab035120_T002,1481,CML333
Zm00026ab035130_T001,706,CML333
Zm00026ab035140_T001,1002,CML333
Zm00026ab035150_T001,844,CML333
Zm00026ab035160_T001,1329,CML333
Zm00026ab035170_T001,1021,CML333
Zm00026ab035180_T001,1385,CML333
Zm00026ab035200_T001,3433,CML333
Zm00026ab035210_T004,14940,CML333
Zm00026ab035220_T001,487,CML333
Zm00026ab035230_T001,672,CML333
Zm00026ab035240_T001,1629,CML333
Zm00026ab035250_T001,3765,CML333
Zm00026ab035260_T001,1089,CML333
Zm00026ab035270_T001,2447,CML333
Zm00026ab035280_T001,1207,CML333
Zm00026ab035290_T001,5361,CML333
Zm00026ab035300_T001,2067,CML333
Zm00026ab035310_T001,4735,CML333
Zm00026ab035320_T001,2477,CML333
Zm00026ab035330_T003,11029,CML333
Zm00026ab035340_T001,2050,CML333
Zm00026ab035350_T002,6037,CML333
Zm00026ab035360_T001,4788,CML333
Zm00026ab035370_T001,7052,CML333
Zm00026ab035380_T001,2634,CML333
Zm00026ab035390_T001,5256,CML333
Zm00026ab035400_T003,3961,CML333
Zm00026ab035410_T001,881,CML333
Zm00026ab035420_T002,2447,CML333
Zm00026ab035430_T001,3492,CML333
Zm00026ab035440_T003,2988,CML333
Zm00026ab035450_T002,13400,CML333
Zm00026ab035460_T001,261,CML333
Zm00026ab035470_T002,12375,CML333
Zm00026ab035480_T001,800,CML333
Zm00026ab035490_T001,1981,CML333
Zm00026ab035500_T002,1183,CML333
Zm00026ab035510_T001,817,CML333
Zm00026ab035530_T001,3044,CML333
Zm00026ab035540_T001,1347,CML333
Zm00026ab035550_T001,987,CML333
Zm00026ab035560_T001,1059,CML333
Zm00026ab035570_T001,685,CML333
Zm00026ab035580_T001,6991,CML333
Zm00026ab035590_T003,2161,CML333
Zm00026ab035600_T003,4854,CML333
Zm00026ab035610_T001,3290,CML333
Zm00026ab035620_T004,2614,CML333
Zm00026ab035630_T001,2814,CML333
Zm00026ab035640_T001,632,CML333
Zm00026ab035650_T001,2639,CML333
Zm00026ab035660_T001,1225,CML333
Zm00026ab035670_T001,474,CML333
Zm00026ab035680_T001,3523,CML333
Zm00026ab035690_T001,210,CML333
Zm00026ab035700_T001,3668,CML333
Zm00026ab035710_T001,1273,CML333
Zm00026ab035720_T001,3739,CML333
Zm00026ab035730_T002,4814,CML333
Zm00026ab035740_T001,547,CML333
Zm00026ab035750_T001,1994,CML333
Zm00026ab035760_T002,1952,CML333
Zm00026ab035770_T001,504,CML333
Zm00026ab035780_T001,416,CML333
Zm00026ab035790_T001,1740,CML333
Zm00026ab035800_T001,11163,CML333
Zm00026ab035810_T001,4458,CML333
Zm00026ab035820_T001,2651,CML333
Zm00026ab035830_T004,9482,CML333
Zm00026ab035840_T002,3788,CML333
Zm00026ab035860_T001,1264,CML333
Zm00026ab035870_T001,1778,CML333
Zm00026ab035880_T001,4957,CML333
Zm00026ab035890_T001,2883,CML333
Zm00026ab035900_T002,1092,CML333
Zm00026ab035910_T001,4731,CML333
Zm00026ab035920_T002,1206,CML333
Zm00026ab035930_T001,2015,CML333
Zm00026ab035940_T001,2495,CML333
Zm00026ab035960_T001,1797,CML333
Zm00026ab035970_T002,7334,CML333
Zm00026ab035980_T001,1672,CML333
Zm00026ab035990_T001,7326,CML333
Zm00026ab036000_T001,1529,CML333
Zm00026ab036010_T001,876,CML333
Zm00026ab036020_T002,3126,CML333
Zm00026ab036030_T001,5043,CML333
Zm00026ab036050_T001,2158,CML333
Zm00026ab036060_T002,3537,CML333
Zm00026ab036070_T001,1931,CML333
Zm00026ab036090_T001,8600,CML333
Zm00026ab036100_T001,4553,CML333
Zm00026ab036120_T002,8063,CML333
Zm00026ab036130_T001,4435,CML333
Zm00026ab036150_T001,411,CML333
Zm00026ab036160_T002,8852,CML333
Zm00026ab036170_T001,19717,CML333
Zm00026ab036180_T001,2651,CML333
Zm00026ab036190_T001,4453,CML333
Zm00026ab036200_T001,1710,CML333
Zm00026ab036210_T001,2815,CML333
Zm00026ab036220_T001,1931,CML333
Zm00026ab036230_T002,3091,CML333
Zm00026ab036240_T001,3294,CML333
Zm00026ab036250_T001,3198,CML333
Zm00026ab036260_T002,2380,CML333
Zm00026ab036270_T001,3592,CML333
Zm00026ab036280_T001,11275,CML333
Zm00026ab036290_T001,773,CML333
Zm00026ab036300_T001,3000,CML333
Zm00026ab036310_T002,4738,CML333
Zm00026ab036320_T001,1801,CML333
Zm00026ab036340_T003,5017,CML333
Zm00026ab036350_T001,3825,CML333
Zm00026ab036370_T001,6339,CML333
Zm00026ab036380_T001,6007,CML333
Zm00026ab036390_T001,7089,CML333
Zm00026ab036400_T001,20881,CML333
Zm00026ab036410_T001,662,CML333
Zm00026ab036420_T001,4236,CML333
Zm00026ab036430_T003,2571,CML333
Zm00026ab036440_T001,3235,CML333
Zm00026ab036450_T001,13124,CML333
Zm00026ab036460_T001,1612,CML333
Zm00026ab036470_T001,3995,CML333
Zm00026ab036480_T003,4302,CML333
Zm00026ab036500_T001,806,CML333
Zm00026ab036510_T001,4098,CML333
Zm00026ab036520_T001,10841,CML333
Zm00026ab036530_T001,534,CML333
Zm00026ab036540_T001,1568,CML333
Zm00026ab036550_T001,1888,CML333
Zm00026ab036560_T003,6812,CML333
Zm00026ab036570_T001,654,CML333
Zm00026ab036580_T001,795,CML333
Zm00026ab036590_T001,860,CML333
Zm00026ab036600_T001,10503,CML333
Zm00026ab036610_T001,939,CML333
Zm00026ab036620_T001,11197,CML333
Zm00026ab036630_T003,3883,CML333
Zm00026ab036640_T001,4319,CML333
Zm00026ab036650_T001,572,CML333
Zm00026ab036660_T001,4011,CML333
Zm00026ab036670_T001,7220,CML333
Zm00026ab036680_T002,2183,CML333
Zm00026ab036690_T001,2831,CML333
Zm00026ab036700_T001,1532,CML333
Zm00026ab036710_T001,4762,CML333
Zm00026ab036720_T001,2039,CML333
Zm00026ab036730_T001,2693,CML333
Zm00026ab036750_T001,1327,CML333
Zm00026ab036760_T004,3770,CML333
Zm00026ab036770_T001,3240,CML333
Zm00026ab036780_T001,1170,CML333
Zm00026ab036790_T001,4280,CML333
Zm00026ab036800_T001,1521,CML333
Zm00026ab036830_T001,3588,CML333
Zm00026ab036840_T004,7303,CML333
Zm00026ab036850_T001,952,CML333
Zm00026ab036860_T001,656,CML333
Zm00026ab036870_T002,2570,CML333
Zm00026ab036880_T001,3959,CML333
Zm00026ab036890_T001,8973,CML333
Zm00026ab036900_T001,1518,CML333
Zm00026ab036910_T001,2586,CML333
Zm00026ab036920_T001,2903,CML333
Zm00026ab036930_T001,794,CML333
Zm00026ab036940_T004,2252,CML333
Zm00026ab036950_T001,2051,CML333
Zm00026ab036960_T002,2139,CML333
Zm00026ab036970_T001,722,CML333
Zm00026ab036980_T001,7049,CML333
Zm00026ab036990_T001,679,CML333
Zm00026ab037000_T001,1879,CML333
Zm00026ab037020_T002,2274,CML333
Zm00026ab037030_T001,2082,CML333
Zm00026ab037040_T001,1745,CML333
Zm00026ab037050_T001,1371,CML333
Zm00026ab037060_T001,3491,CML333
Zm00026ab037070_T001,4118,CML333
Zm00026ab037080_T002,2039,CML333
Zm00026ab037090_T004,3215,CML333
Zm00026ab037100_T001,3386,CML333
Zm00026ab037110_T001,10587,CML333
Zm00026ab037120_T001,1935,CML333
Zm00026ab037130_T001,3938,CML333
Zm00026ab037140_T001,1791,CML333
Zm00026ab037150_T001,4938,CML333
Zm00026ab037160_T001,9138,CML333
Zm00026ab037200_T002,5861,CML333
Zm00026ab037210_T001,2003,CML333
Zm00026ab037220_T001,4799,CML333
Zm00026ab037230_T001,870,CML333
Zm00026ab037240_T001,697,CML333
Zm00026ab037250_T001,581,CML333
Zm00026ab037260_T001,9539,CML333
Zm00026ab037270_T001,3706,CML333
Zm00026ab037280_T001,1539,CML333
Zm00026ab037290_T001,1361,CML333
Zm00026ab037300_T001,1461,CML333
Zm00026ab037310_T001,1253,CML333
Zm00026ab037320_T001,1467,CML333
Zm00026ab037330_T002,1411,CML333
Zm00026ab037340_T001,7530,CML333
Zm00026ab037350_T001,2209,CML333
Zm00026ab037360_T001,1936,CML333
Zm00026ab037370_T001,929,CML333
Zm00026ab037380_T001,1296,CML333
Zm00026ab037390_T001,390,CML333
Zm00026ab037400_T001,2268,CML333
Zm00026ab037410_T001,903,CML333
Zm00026ab037420_T001,1388,CML333
Zm00026ab037430_T002,7848,CML333
Zm00026ab037440_T003,5804,CML333
Zm00026ab037450_T001,2967,CML333
Zm00026ab037460_T001,8539,CML333
Zm00026ab037470_T002,4703,CML333
Zm00026ab037480_T001,1569,CML333
Zm00026ab037490_T001,12279,CML333
Zm00026ab037500_T001,2001,CML333
Zm00026ab037510_T001,1420,CML333
Zm00026ab037520_T001,1423,CML333
Zm00026ab037530_T001,1149,CML333
Zm00026ab037540_T004,5391,CML333
Zm00026ab037560_T001,3310,CML333
Zm00026ab037570_T001,1908,CML333
Zm00026ab037580_T001,1403,CML333
Zm00026ab037590_T002,2580,CML333
Zm00026ab037610_T001,1316,CML333
Zm00026ab037620_T001,393,CML333
Zm00026ab037630_T001,1199,CML333
Zm00026ab037640_T001,1402,CML333
Zm00026ab037650_T001,721,CML333
Zm00026ab037660_T002,4579,CML333
Zm00026ab037670_T004,3336,CML333
Zm00026ab037680_T001,4444,CML333
Zm00026ab037690_T001,1217,CML333
Zm00026ab037700_T001,1896,CML333
Zm00026ab037710_T001,2088,CML333
Zm00026ab037720_T002,3465,CML333
Zm00026ab037730_T001,3605,CML333
Zm00026ab037740_T002,13186,CML333
Zm00026ab037750_T004,6571,CML333
Zm00026ab037760_T001,1652,CML333
Zm00026ab037770_T001,807,CML333
Zm00026ab037780_T001,3626,CML333
Zm00026ab037790_T003,3559,CML333
Zm00026ab037800_T001,1328,CML333
Zm00026ab037810_T001,4189,CML333
Zm00026ab037820_T001,228,CML333
Zm00026ab037830_T001,2652,CML333
Zm00026ab037840_T001,8486,CML333
Zm00026ab037850_T001,1953,CML333
Zm00026ab037860_T001,672,CML333
Zm00026ab037870_T001,13504,CML333
Zm00026ab037880_T002,3254,CML333
Zm00026ab037890_T001,1832,CML333
Zm00026ab037910_T001,471,CML333
Zm00026ab037920_T002,3719,CML333
Zm00026ab037930_T001,19501,CML333
Zm00026ab037940_T001,1484,CML333
Zm00026ab037950_T001,1282,CML333
Zm00026ab037960_T001,3646,CML333
Zm00026ab037970_T001,681,CML333
Zm00026ab037980_T002,4535,CML333
Zm00026ab037990_T001,285,CML333
Zm00026ab038000_T002,4463,CML333
Zm00026ab038010_T002,6257,CML333
Zm00026ab038020_T001,2199,CML333
Zm00026ab038030_T001,13853,CML333
Zm00026ab038040_T002,2568,CML333
Zm00026ab038050_T002,5185,CML333
Zm00026ab038060_T001,1562,CML333
Zm00026ab038070_T001,19128,CML333
Zm00026ab038080_T001,2452,CML333
Zm00026ab038090_T001,3614,CML333
Zm00026ab038100_T001,5378,CML333
Zm00026ab038110_T001,7648,CML333
Zm00026ab038120_T002,39045,CML333
Zm00026ab038130_T001,1056,CML333
Zm00026ab038140_T002,2196,CML333
Zm00026ab038150_T001,1171,CML333
Zm00026ab038160_T001,1797,CML333
Zm00026ab038170_T001,1574,CML333
Zm00026ab038180_T002,3500,CML333
Zm00026ab038190_T001,1940,CML333
Zm00026ab038210_T002,11014,CML333
Zm00026ab038220_T001,1183,CML333
Zm00026ab038230_T001,508,CML333
Zm00026ab038240_T001,2631,CML333
Zm00026ab038250_T003,8398,CML333
Zm00026ab038260_T001,891,CML333
Zm00026ab038270_T001,1216,CML333
Zm00026ab038280_T001,1740,CML333
Zm00026ab038290_T001,2735,CML333
Zm00026ab038300_T001,937,CML333
Zm00026ab038310_T001,5051,CML333
Zm00026ab038320_T001,4516,CML333
Zm00026ab038330_T001,1889,CML333
Zm00026ab038340_T002,7166,CML333
Zm00026ab038350_T002,1114,CML333
Zm00026ab038360_T002,1118,CML333
Zm00026ab038390_T001,624,CML333
Zm00026ab038400_T001,3087,CML333
Zm00026ab038410_T002,3361,CML333
Zm00026ab038420_T004,5155,CML333
Zm00026ab038430_T001,5358,CML333
Zm00026ab038440_T001,2306,CML333
Zm00026ab038450_T001,1620,CML333
Zm00026ab038460_T001,7334,CML333
Zm00026ab038470_T001,5768,CML333
Zm00026ab038480_T001,1711,CML333
Zm00026ab038490_T001,424,CML333
Zm00026ab038500_T001,354,CML333
Zm00026ab038510_T001,2159,CML333
Zm00026ab038530_T001,2484,CML333
Zm00026ab038540_T001,11407,CML333
Zm00026ab038550_T001,1354,CML333
Zm00026ab038560_T001,5537,CML333
Zm00026ab038570_T001,1262,CML333
Zm00026ab038580_T001,815,CML333
Zm00026ab038590_T006,4604,CML333
Zm00026ab038600_T001,1383,CML333
Zm00026ab038610_T002,2933,CML333
Zm00026ab038620_T002,6740,CML333
Zm00026ab038630_T001,327,CML333
Zm00026ab038640_T001,2089,CML333
Zm00026ab038650_T001,2819,CML333
Zm00026ab038660_T001,3674,CML333
Zm00026ab038670_T002,3074,CML333
Zm00026ab038680_T001,7367,CML333
Zm00026ab038690_T001,1705,CML333
Zm00026ab038700_T001,3820,CML333
Zm00026ab038710_T001,11905,CML333
Zm00026ab038720_T001,1204,CML333
Zm00026ab038730_T001,2066,CML333
Zm00026ab038750_T003,3061,CML333
Zm00026ab038780_T001,8245,CML333
Zm00026ab038810_T002,4192,CML333
Zm00026ab038820_T001,4070,CML333
Zm00026ab038830_T001,2018,CML333
Zm00026ab038840_T001,1953,CML333
Zm00026ab038850_T001,5618,CML333
Zm00026ab038860_T001,312,CML333
Zm00026ab038870_T001,3078,CML333
Zm00026ab038880_T001,4896,CML333
Zm00026ab038890_T001,933,CML333
Zm00026ab038900_T002,3911,CML333
Zm00026ab038910_T001,2434,CML333
Zm00026ab038920_T001,2830,CML333
Zm00026ab038940_T001,1629,CML333
Zm00026ab038950_T002,30231,CML333
Zm00026ab038960_T001,1848,CML333
Zm00026ab038970_T001,4319,CML333
Zm00026ab038980_T001,956,CML333
Zm00026ab039000_T002,5097,CML333
Zm00026ab039010_T001,384,CML333
Zm00026ab039020_T001,714,CML333
Zm00026ab039030_T001,7921,CML333
Zm00026ab039040_T002,4300,CML333
Zm00026ab039050_T001,4873,CML333
Zm00026ab039060_T002,6936,CML333
Zm00026ab039070_T002,4880,CML333
Zm00026ab039080_T001,3913,CML333
Zm00026ab039100_T003,3840,CML333
Zm00026ab039110_T001,2581,CML333
Zm00026ab039120_T001,2846,CML333
Zm00026ab039130_T001,1033,CML333
Zm00026ab039140_T001,919,CML333
Zm00026ab039150_T001,945,CML333
Zm00026ab039160_T001,981,CML333
Zm00026ab039170_T001,1288,CML333
Zm00026ab039180_T001,1070,CML333
Zm00026ab039190_T001,661,CML333
Zm00026ab039200_T001,774,CML333
Zm00026ab039210_T001,1089,CML333
Zm00026ab039220_T001,1570,CML333
Zm00026ab039230_T002,3559,CML333
Zm00026ab039240_T001,447,CML333
Zm00026ab039250_T001,3166,CML333
Zm00026ab039260_T001,860,CML333
Zm00026ab039270_T001,429,CML333
Zm00026ab039280_T001,7688,CML333
Zm00026ab039290_T001,1037,CML333
Zm00026ab039300_T001,321,CML333
Zm00026ab039310_T001,2672,CML333
Zm00026ab039320_T003,4278,CML333
Zm00026ab039340_T002,1412,CML333
Zm00026ab039350_T001,2130,CML333
Zm00026ab039370_T001,3265,CML333
Zm00026ab039380_T001,16295,CML333
Zm00026ab039390_T001,5237,CML333
Zm00026ab039400_T001,857,CML333
Zm00026ab039410_T001,4343,CML333
Zm00026ab039420_T002,2311,CML333
Zm00026ab039440_T001,2039,CML333
Zm00026ab039450_T001,1650,CML333
Zm00026ab039460_T001,1819,CML333
Zm00026ab039470_T002,4226,CML333
Zm00026ab039480_T001,844,CML333
Zm00026ab039490_T001,2024,CML333
Zm00026ab039500_T001,2363,CML333
Zm00026ab039510_T002,6391,CML333
Zm00026ab039520_T001,1895,CML333
Zm00026ab039540_T001,644,CML333
Zm00026ab039550_T001,3222,CML333
Zm00026ab039560_T001,624,CML333
Zm00026ab039580_T001,685,CML333
Zm00026ab039590_T001,345,CML333
Zm00026ab039600_T001,1172,CML333
Zm00026ab039610_T002,5529,CML333
Zm00026ab039620_T001,267,CML333
Zm00026ab039630_T001,475,CML333
Zm00026ab039640_T001,1292,CML333
Zm00026ab039650_T001,7720,CML333
Zm00026ab039660_T001,4446,CML333
Zm00026ab039670_T002,6249,CML333
Zm00026ab039680_T002,3969,CML333
Zm00026ab039700_T001,2621,CML333
Zm00026ab039710_T001,960,CML333
Zm00026ab039720_T001,3741,CML333
Zm00026ab039740_T001,798,CML333
Zm00026ab039760_T001,3570,CML333
Zm00026ab039770_T002,14352,CML333
Zm00026ab039780_T001,762,CML333
Zm00026ab039790_T001,2684,CML333
Zm00026ab039800_T002,3631,CML333
Zm00026ab039810_T001,360,CML333
Zm00026ab039820_T001,3050,CML333
Zm00026ab039830_T001,1678,CML333
Zm00026ab039840_T001,852,CML333
Zm00026ab039850_T001,408,CML333
Zm00026ab039860_T001,1555,CML333
Zm00026ab039870_T001,693,CML333
Zm00026ab039880_T001,1317,CML333
Zm00026ab039890_T003,22447,CML333
Zm00026ab039900_T003,6118,CML333
Zm00026ab039910_T002,1665,CML333
Zm00026ab039920_T001,1648,CML333
Zm00026ab039930_T004,1822,CML333
Zm00026ab039940_T001,779,CML333
Zm00026ab039950_T001,988,CML333
Zm00026ab039960_T001,884,CML333
Zm00026ab039970_T001,876,CML333
Zm00026ab039980_T001,2547,CML333
Zm00026ab040000_T004,17070,CML333
Zm00026ab040010_T001,1080,CML333
Zm00026ab040020_T001,874,CML333
Zm00026ab040030_T001,18447,CML333
Zm00026ab040050_T001,2515,CML333
Zm00026ab040060_T005,33456,CML333
Zm00026ab040070_T001,1053,CML333
Zm00026ab040080_T001,758,CML333
Zm00026ab040100_T001,2357,CML333
Zm00026ab040110_T002,3719,CML333
Zm00026ab040120_T001,675,CML333
Zm00026ab040130_T001,719,CML333
Zm00026ab040140_T001,503,CML333
Zm00026ab040150_T003,4963,CML333
Zm00026ab040160_T001,1345,CML333
Zm00026ab040170_T001,8329,CML333
Zm00026ab040180_T001,13208,CML333
Zm00026ab040190_T002,4338,CML333
Zm00026ab040200_T001,930,CML333
Zm00026ab040210_T001,1487,CML333
Zm00026ab040220_T001,5269,CML333
Zm00026ab040230_T001,1171,CML333
Zm00026ab040240_T001,1095,CML333
Zm00026ab040250_T001,1565,CML333
Zm00026ab040260_T001,1124,CML333
Zm00026ab040270_T001,4595,CML333
Zm00026ab040280_T004,5678,CML333
Zm00026ab040290_T001,2482,CML333
Zm00026ab040300_T001,3971,CML333
Zm00026ab040310_T001,1328,CML333
Zm00026ab040320_T001,3128,CML333
Zm00026ab040330_T005,6028,CML333
Zm00026ab040340_T001,4305,CML333
Zm00026ab040350_T001,4272,CML333
Zm00026ab040360_T001,3437,CML333
Zm00026ab040370_T001,3073,CML333
Zm00026ab040380_T005,6555,CML333
Zm00026ab040390_T001,5215,CML333
Zm00026ab040400_T001,5319,CML333
Zm00026ab040410_T001,8374,CML333
Zm00026ab040420_T001,1928,CML333
Zm00026ab040430_T001,4995,CML333
Zm00026ab040440_T001,2372,CML333
Zm00026ab040450_T001,4404,CML333
Zm00026ab040460_T001,1569,CML333
Zm00026ab040470_T001,16630,CML333
Zm00026ab040490_T002,1164,CML333
Zm00026ab040500_T002,6524,CML333
Zm00026ab040510_T001,1834,CML333
Zm00026ab040530_T004,4140,CML333
Zm00026ab040540_T004,68876,CML333
Zm00026ab040560_T003,4762,CML333
Zm00026ab040570_T001,1778,CML333
Zm00026ab040580_T001,1944,CML333
Zm00026ab040590_T001,856,CML333
Zm00026ab040600_T001,1636,CML333
Zm00026ab040610_T001,4200,CML333
Zm00026ab040620_T001,642,CML333
Zm00026ab040630_T001,1443,CML333
Zm00026ab040640_T001,1529,CML333
Zm00026ab040650_T001,2130,CML333
Zm00026ab040660_T001,814,CML333
Zm00026ab040670_T001,8555,CML333
Zm00026ab040680_T003,10401,CML333
Zm00026ab040690_T001,624,CML333
Zm00026ab040700_T001,1962,CML333
Zm00026ab040710_T001,1678,CML333
